174|209|0
174|286|0
174|701|0
174|1239|0
174|1299|0
174|2828|0
174|2914|0
174|3257|0
174|3320|0
174|3356|0
174|3491|0
174|5511|0
174|6453|0
174|6461|0
174|6762|0
174|6830|0
174|7018|0
174|12956|0
209|286|0
209|701|0
209|1239|0
209|1299|0
209|2828|0
209|2914|0
209|3257|0
209|3320|0
209|3356|0
209|3491|0
209|5511|0
209|6453|0
209|6461|0
209|6762|0
209|6830|0
209|7018|0
209|12956|0
286|701|0
286|1239|0
286|1299|0
286|2828|0
286|2914|0
286|3257|0
286|3320|0
286|3356|0
286|3491|0
286|5511|0
286|6453|0
286|6461|0
286|6762|0
286|6830|0
286|7018|0
286|12956|0
701|1239|0
701|1299|0
701|2828|0
701|2914|0
701|3257|0
701|3320|0
701|3356|0
701|3491|0
701|5511|0
701|6453|0
701|6461|0
701|6762|0
701|6830|0
701|7018|0
701|12956|0
1239|1299|0
1239|2828|0
1239|2914|0
1239|3257|0
1239|3320|0
1239|3356|0
1239|3491|0
1239|5511|0
1239|6453|0
1239|6461|0
1239|6762|0
1239|6830|0
1239|7018|0
1239|12956|0
1299|2828|0
1299|2914|0
1299|3257|0
1299|3320|0
1299|3356|0
1299|3491|0
1299|5511|0
1299|6453|0
1299|6461|0
1299|6762|0
1299|6830|0
1299|7018|0
1299|12956|0
2828|2914|0
2828|3257|0
2828|3320|0
2828|3356|0
2828|3491|0
2828|5511|0
2828|6453|0
2828|6461|0
2828|6762|0
2828|6830|0
2828|7018|0
2828|12956|0
2914|3257|0
2914|3320|0
2914|3356|0
2914|3491|0
2914|5511|0
2914|6453|0
2914|6461|0
2914|6762|0
2914|6830|0
2914|7018|0
2914|12956|0
3257|3320|0
3257|3356|0
3257|3491|0
3257|5511|0
3257|6453|0
3257|6461|0
3257|6762|0
3257|6830|0
3257|7018|0
3257|12956|0
3320|3356|0
3320|3491|0
3320|5511|0
3320|6453|0
3320|6461|0
3320|6762|0
3320|6830|0
3320|7018|0
3320|12956|0
3356|3491|0
3356|5511|0
3356|6453|0
3356|6461|0
3356|6762|0
3356|6830|0
3356|7018|0
3356|12956|0
3491|5511|0
3491|6453|0
3491|6461|0
3491|6762|0
3491|6830|0
3491|7018|0
3491|12956|0
5511|6453|0
5511|6461|0
5511|6762|0
5511|6830|0
5511|7018|0
5511|12956|0
6453|6461|0
6453|6762|0
6453|6830|0
6453|7018|0
6453|12956|0
6461|6762|0
6461|6830|0
6461|7018|0
6461|12956|0
6762|6830|0
6762|7018|0
6762|12956|0
6830|7018|0
6830|12956|0
7018|12956|0
3356|6939|-1
1299|6939|-1
3491|6939|-1
3356|35280|-1
1299|35280|-1
2914|35280|-1
6453|35280|-1
174|1828|-1
3356|1828|-1
1299|1828|-1
3257|1828|-1
2914|1828|-1
3491|1828|-1
174|271253|-1
3356|271253|-1
1299|271253|-1
174|15830|-1
3356|15830|-1
1299|15830|-1
3257|15830|-1
2914|15830|-1
3320|15830|-1
6762|15830|-1
12956|15830|-1
3356|25091|-1
1299|25091|-1
3257|25091|-1
6453|25091|-1
6762|25091|-1
5511|25091|-1
3356|41327|-1
1299|41327|-1
3257|41327|-1
6762|41327|-1
6762|60501|-1
1239|4455|-1
6453|4455|-1
6939|4455|-1
174|39351|-1
1299|39351|-1
2914|24482|-1
3491|24482|-1
6453|24482|-1
3356|8220|-1
1299|8220|-1
2914|8220|-1
6453|8220|-1
5511|8220|-1
3356|9002|-1
3257|9002|-1
174|34549|-1
3356|34549|-1
1299|34549|-1
3257|34549|-1
3320|34549|-1
6830|34549|-1
5511|34549|-1
174|7195|-1
3356|7195|-1
1299|7195|-1
174|264409|-1
3356|264409|-1
3257|264409|-1
6762|264409|-1
12956|264409|-1
3356|33891|-1
1299|33891|-1
3257|33891|-1
3320|33891|-1
174|37468|-1
3356|37468|-1
1299|37468|-1
3257|37468|-1
6453|37468|-1
12956|37468|-1
3356|12552|-1
1299|12552|-1
1299|48362|-1
9002|48362|-1
3356|31500|-1
6762|31500|-1
174|52320|-1
6461|52320|-1
1299|52320|-1
3257|52320|-1
2914|52320|-1
6939|52320|-1
174|3216|-1
3356|3216|-1
1299|3216|-1
6762|3216|-1
174|20764|-1
3356|20764|-1
1299|50629|-1
2914|50629|-1
3320|50629|-1
174|5713|-1
3356|5713|-1
2914|5713|-1
3491|5713|-1
6762|5713|-1
5511|5713|-1
174|20485|-1
3356|20485|-1
1299|20485|-1
3491|20485|-1
6762|20485|-1
174|34927|-1
3356|34927|-1
1299|34927|-1
3257|34927|-1
6762|34927|-1
6830|34927|-1
34549|34927|-1
174|29075|-1
3356|29075|-1
1299|29075|-1
6762|29075|-1
5511|29075|-1
3356|24961|-1
1299|24961|-1
3320|24961|-1
174|31133|-1
3356|31133|-1
1299|31133|-1
6762|31133|-1
35280|34019|-1
3356|8447|-1
1299|8447|-1
3320|8447|-1
6453|8447|-1
174|1267|-1
3356|1267|-1
1299|1267|-1
174|12389|-1
3356|12389|-1
1299|12389|-1
3491|12389|-1
6762|12389|-1
5511|12389|-1
174|9498|-1
6461|9498|-1
1299|9498|-1
3257|9498|-1
2914|9498|-1
3491|9498|-1
6453|9498|-1
6762|9498|-1
1299|8758|-1
6830|8758|-1
8220|8758|-1
174|3303|-1
3356|3303|-1
3320|3303|-1
12956|3303|-1
6939|3303|-1
3356|37662|-1
5511|37662|-1
6939|37662|-1
3356|56655|-1
6939|56655|-1
174|60171|-1
2914|60171|-1
6762|60171|-1
6939|60171|-1
174|37100|-1
3356|37100|-1
1299|37100|-1
3257|37100|-1
2914|37100|-1
6453|37100|-1
6762|37100|-1
174|6774|-1
1299|6774|-1
3320|6774|-1
6453|6774|-1
5511|6774|-1
3303|6774|-1
1299|48858|-1
9002|48858|-1
20764|48858|-1
12389|48858|-1
3356|4826|-1
1299|4826|-1
3257|4826|-1
3491|4826|-1
5511|4826|-1
6939|4826|-1
1299|9044|-1
2914|9044|-1
174|8218|-1
6461|8218|-1
174|12779|-1
3257|12779|-1
2914|12779|-1
174|58057|-1
6939|58057|-1
34549|58057|-1
24961|58057|-1
56655|58057|-1
3356|8359|-1
12389|8359|-1
174|46887|-1
3356|46887|-1
6461|46887|-1
3257|46887|-1
3356|3214|-1
1299|3214|-1
6830|3214|-1
5511|3214|-1
50629|3214|-1
174|50673|-1
6453|50673|-1
6762|50673|-1
6830|50673|-1
9002|50673|-1
33891|50673|-1
3356|32787|-1
