7018,59441
50628,32780
15562,20141
13830,29256
202365,33438
37721,198471
47251,16761
49134,8452
58057,22394
49134,12479
205148,18158
328474,10620
20514,42007
202365,20057
37989,132165
55720,9605
50628,9689
44103,55836
44103,8902
24482,7497
13830,11664
206499,24444
37989,34984
58057,30998
50304,18403
852,132573
49102,13652
4608,46261
49420,12479
34927,5972
57381,9498
44393,45960
15562,20647
58057,9198
57821,58952
55720,22722
55720,1412
205148,140224
131477,4761
47251,198397
49102,12552
55720,48252
13830,20473
20205,8551
205148,30418
13830,400479
44393,7472
3333,43973
57381,52630
34927,45701
50304,38496
204092,13768
4608,140292
44393,43148
44393,25376
328474,132890
202365,63835
22652,13999
131477,267298
49420,27717
14907,203214
328474,4723
202365,15967
1403,43766
22652,13999
57821,26615
202365,53984
206499,262175
207564,45786
47251,11796
58057,44585
1403,9051
328474,8100
59919,20960
49673,25198
34927,132639
34549,2715
58057,9808
57821,200965
34927,59395
24482,8551
13830,266188
29504,17813
49420,14265
59919,3491
57381,132199
50628,6713
34549,20940
207564,39891
132825,263049
49134,7552
50304,27947
50300,3462
58057,4739
58057,262797
15562,399363
49432,7713
58057,33387
20205,54614
34927,59796
202365,54198
58057,14522
57821,9578
57381,24203
44393,55701
1403,37228
58057,398757
34854,13693
58057,38669
202365,28469
44393,58040
37721,262468
57821,35908
37989,398397
20205,61810
61218,1239
57821,17488
49673,205275
44103,19988
57381,16509
14907,16509
61218,20057
49432,57910
34927,44406
57821,197695
20205,263152
852,21859
58057,206662
328474,3325
20514,267020
202365,134420
204092,263573
132825,4755
37989,39130
205148,41748
139589,207651
207564,9808
34854,38017
328474,23257
55720,51918
132825,45899
24482,52580
3549,647
61218,9808
20514,20473
57381,16024
44393,12400
58057,60539
17639,53497
14907,60539
15562,7713
61218,270714
55720,39824
15562,269528
139589,17668
44393,9299
328474,9808
58057,60840
22652,140265
328474,25820
17639,4800
55720,267027
34854,3462
14907,17622
47251,16509
29504,721
34927,39184
44393,52677
34549,197919
852,47524
50628,15133
37989,22379
55720,271552
57381,210210
202365,24154
61218,59738
37721,13767
1403,5416
58057,3786
49673,270461
131477,17792
7018,6774
205148,197896
3333,54113
57381,38496
34927,35819
37989,7713
55720,60258
202365,60656
3333,56167
58057,199376
37721,262342
15562,39246
61218,50223
202365,28609
13830,701
50628,202940
34549,262992
7018,32934
7018,5089
34854,62622
34927,9808
58057,267898
13830,8764
15562,45899
20514,393436
24482,49925
49432,9009
50300,262186
206499,8147
34549,4766
328474,55705
15562,394865
13830,20253
34549,38701
44103,207714
34927,396184
58057,8551
57821,206228
44103,5416
59919,17819
38001,18403
15562,8426
49420,24547
55720,203214
205148,28573
50304,56047
58057,16509
49432,262197
57821,24342
4608,31463
204092,38901
1403,43766
204092,36339
20514,9808
44393,264738
34927,211308
3549,45372
50300,7470
852,7011
204092,39891
4608,209
1403,16509
207564,203877
44103,399150
50628,9808
58057,11845
37989,51475
57821,37963
58057,46887
49673,15133
49673,2860
59919,20161
49420,7325
1403,20940
55720,7545
7018,6503
1403,30036
24482,16333
44393,16625
50300,26801
49102,8151
132825,268199
24482,8280
17639,15706
205148,31287
1403,19108
205148,6327
50300,9318
15562,20009
15562,45474
14907,18209
57821,201785
204092,269822
328474,212238
29504,62240
38001,64236
204092,45609
61292,52777
49134,3561
131477,7029
34549,54155
3549,56041
44393,47377
205148,48309
57821,9009
34927,38959
14907,54994
58057,7155
1403,37225
44393,29571
34854,203214
50300,49531
7018,34984
13830,55200
37721,135582
3333,14340
58057,45974
57381,140292
50304,38841
205148,8551
61218,267856
3333,56040
50304,12479
34854,203641
29504,200560
1403,140345
58057,39891
1403,7713
852,11172
13830,61323
49420,18762
17639,203401
44393,46844
204092,38477
59919,20940
3333,45528
44393,206092
24482,58470
328474,263563
29504,33603
34800,31229
204092,7270
49420,8151
49420,4764
49102,9543
22652,3848
34927,7015
47251,5722
132825,57620
205148,45899
34927,1136
58057,11994
14907,20412
20514,21299
61218,14593
55720,12880
29504,7018
50300,17638
37721,25934
49102,24547
49420,23028
49420,16509
50304,50469
47251,9808
1403,24560
49102,9698
139589,58580
3549,344
55720,48096
55720,40702
49134,3356
57381,15552
24482,45609
24482,35370
58057,144137
55720,45820
58057,22773
37989,8551
132825,36947
20205,61955
202365,30041
59919,40861
207564,138449
44103,23155
57821,3561
3549,55707
4608,203020
204092,6167
58057,9541
57381,262797
206499,140292
44393,9394
17639,133275
49102,9607
55720,9957
50304,11696
57381,12105
49134,136195
29504,11492
7018,131597
57381,25836
204092,36183
44393,13999
202365,8151
49432,4134
204092,207990
34927,38661
50628,4847
49134,25447
202365,24138
3333,36909
38001,7203
3549,12479
20205,8151
202365,52468
37989,44048
34927,33765
20205,24757
55720,139879
206499,138065
49102,39891
14907,45899
24482,49368
207564,3215
206499,8100
37721,45899
24482,57878
49420,3455
44103,270710
61218,12479
1403,10620
47251,1221
34927,35908
50304,60068
50304,11181
1403,400672
328474,16625
34927,5416
55720,17849
49420,47196
49673,271263
207564,38444
55720,54934
29504,6327
37989,56047
852,399471
1403,9387
49432,42
38001,26615
3333,60786
205148,53237
56662,196752
13830,10445
34800,16509
3333,18403
58057,53616
34549,24560
50304,35865
20514,3491
24482,3216
17639,9808
49673,11338
1403,206773
852,53292
328474,13994
50304,262399
37989,197695
7018,56044
14907,144117
22652,52016
44393,138915
61218,271291
49432,38660
57381,200093
50300,31856
34549,23674
139589,35104
13830,4755
3333,200017
50628,37545
202365,8014
49673,41110
61218,20057
37721,209
50300,22652
205148,60781
24482,45325
38001,1880
24482,7545
61218,62240
20514,46059
58057,16625
34927,51645
49432,51249
57381,197207
7018,9541
34927,39184
34927,28907
37721,9394
132825,16568
207564,26611
3333,267629
56662,328952
328474,140292
328474,137697
61292,27553
34854,262760
44393,45102
44393,56538
29504,26898
50304,25655
24482,37154
55720,36903
131477,22284
205148,27876
13830,19108
3549,25649
24482,33322
44393,62240
17639,7687
58057,26615
44393,263280
3333,212128
57821,8151
7018,212335
34927,7155
202365,211439
44393,18403
852,24086
57381,140668
50628,17623
1403,6503
29504,146246
13830,26496
22652,263880
44393,40861
47251,45609
4608,134810
202365,8151
58057,17557
204092,208501
57821,9304
22652,8528
44103,133115
34549,201523
204092,12025
44393,28668
34549,30873
57381,4808
47251,278
20205,577
49432,44032
3549,2015
38001,41843
24482,268845
49420,203635
3333,40509
20205,10013
38001,9925
50628,28573
131477,150945
49432,44044
44393,15502
4608,335
55720,59674
34549,3301
17639,21599
49420,270942
58057,270274
206499,197942
37721,55803
207564,210793
57381,266434
57821,16509
58057,270587
50300,36352
34854,54110
49432,15250
44393,263321
3549,200547
50304,140370
3333,51964
204092,60819
204092,5769
44103,140352
24482,56041
13830,57803
206499,131429
49134,198849
34854,52255
13830,48231
57381,38742
24482,21299
206499,7018
206499,11139
205148,9000
38001,8881
22652,749
29504,4515
58057,266388
1403,62654
49673,140292
38001,29457
44103,396982
57381,701
44103,10101
15562,50304
17639,7795
50304,266870
4608,139449
24482,34785
59919,268086
3549,263650
34927,36516
205148,21949
37721,53086
37721,174
58057,28989
206499,138926
49420,199636
206499,16276
57381,6147
49420,16509
44393,43550
49420,207647
4608,17665
207564,11280
205148,132203
17639,137385
14907,263913
131477,52435
852,54124
44393,14618
207564,47952
328474,57248
58057,58793
29504,6503
37989,721
55720,21050
61292,27923
131477,10620
328474,10794
44393,14259
50304,56047
44103,142002
59919,14235
20205,24444
55720,13194
55720,33576
49102,205689
15562,11280
58057,1257
852,27727
34927,58408
13830,58715
207564,45382
49673,55501
49134,17676
34549,137697
50300,30998
24482,5384
24482,39182
37989,270838
15562,14618
17639,54994
37989,9381
58057,56739
207564,12479
852,42964
17639,139646
57821,16509
34927,200806
49432,36935
131477,23688
59919,19397
207564,35612
1403,25106
34927,137702
55720,56769
49134,212238
34927,6327
3549,135022
34800,14593
55720,19429
58057,20746
205148,63548
47251,200961
44393,39855
131477,30083
49432,11139
34549,15623
131477,22368
205148,12586
57381,18038
205148,13977
4608,38133
3333,7018
22652,52257
13830,8796
58057,132525
58057,45899
13830,35819
57821,36183
57821,19170
49134,132111
49673,394147
49673,137109
56662,11172
50628,7713
22652,8151
44393,8741
29504,797
58057,7385
20205,133141
20514,29992
47251,328813
15562,36492
7018,13332
204092,12208
58057,20677
57381,14057
55720,9318
50628,262316
38001,367
49134,16509
3333,45820
34800,11338
20205,32098
207564,7713
49432,45294
44393,4755
50300,269446
49420,23969
15562,269783
49432,142730
34927,30985
17639,26496
17639,22773
49673,6325
7018,11172
55720,47956
55720,16509
57381,27299
34927,202384
24482,7552
49102,6327
207564,45753
61218,4755
50304,4761
3333,328315
4608,397373
44393,9158
24482,14265
38001,266111
207564,59478
44393,13335
49420,36040
57821,13999
49134,30549
58057,212046
44103,395916
50300,15133
34854,268023
37721,4181
20205,7679
15562,49444
38001,203039
44393,9652
50304,273726
55720,30644
15562,205616
49134,28032
58057,24691
49673,306
206499,262287
44393,15169
58057,35753
34927,270014
50628,206961
61292,138833
4608,17649
132825,27066
44393,199524
57821,50685
17639,147314
59919,264692
22652,146961
202365,38896
58057,61901
58057,11776
37989,53471
13830,38031
20205,36692
1403,26989
44393,18403
3549,270644
58057,132641
44393,15169
14907,263554
58057,17071
58057,42473
7018,45996
1403,6461
1403,14593
202365,24835
49134,7633
44393,12709
204092,396998
15562,13999
44103,206527
34549,749
55720,20442
44393,36444
29504,53356
852,203999
131477,26599
59919,16871
50304,63018
24482,18566
49673,136206
132825,19655
38001,17563
37989,22724
58057,26324
139589,202933
204092,2516
58057,32098
50300,196786
20514,17589
58057,45712
852,4721
132825,21050
50300,4134
20205,43811
50300,14745
49134,138915
57381,9051
3333,8983
49102,7296
205148,36692
14907,1031
852,26277
57821,136195
29504,270312
34927,7381
206499,8796
34927,44513
15562,8551
34549,13426
50304,6697
4608,25145
59919,393447
22652,132199
34549,24207
4608,134042
49134,19429
59919,139892
37721,38631
37721,19871
55720,3549
61218,11114
57821,209378
205148,2164
50300,46573
20205,4780
49134,18809
328474,9498
15562,36183
29504,208313
38001,12479
58057,55990
1403,15924
7018,23664
37721,28146
132825,25956
34927,206499
20514,49758
3333,24441
3333,60539
7018,39039
139589,48695
37989,48832
14907,3462
49134,140107
50628,16276
38001,7029
44393,8987
20205,749
24482,17552
58057,38101
38001,19324
3549,7843
50300,143958
207564,26611
17639,36210
50628,11492
50300,16234
7018,399273
59919,131322
38001,3352
205148,46010
3333,197207
34800,13490
7018,28753
17639,10212
14907,8151
58057,9808
14907,9498
24482,10029
44393,8151
55720,45090
50628,133800
34927,136255
